Comune,Provincia,Regione,Nome,Tipo,Annoinserimento,Longitudine,Latitudine
Concesio,BRESCIA,Lombardia,Angelo Moretti,"Monumento commemorativo, sacrario",2015,10.2253086,45.6147467999999
Concesio,BRESCIA,Lombardia,Cippo U.O.E.I.,"Monumento commemorativo, sacrario",2016,10.2002381999999,45.5923677999999
Concesio,BRESCIA,Lombardia,Elena Caprioli,"Monumento commemorativo, sacrario",2016,10.1935886999999,45.6090323
Concesio,BRESCIA,Lombardia,Maria Gilli Vedova Morandi,"Monumento commemorativo, sacrario",2016,10.1936014,45.6090771
Concesio,BRESCIA,Lombardia,Maria Lodi,"Monumento commemorativo, sacrario",2015,10.1903744,45.5928349
Concesio,BRESCIA,Lombardia,Partigiano Armando Lottieri,"Monumento commemorativo, sacrario",2015,10.2256222,45.5921634999999
Concesio,BRESCIA,Lombardia,Partigiano Moretti Santo,"Monumento commemorativo, sacrario",2015,10.1927626,45.6110461
Darfo Boario Terme,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2015,10.2061955999999,45.8954399
Darfo Boario Terme,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2010,10.1698802,45.8904665
Dello,BRESCIA,Lombardia,Monumento alle forze armate,"Monumento commemorativo, sacrario",2013,10.0718492,45.4210891
Dello,BRESCIA,Lombardia,Parco delle rimembranze,"Monumento commemorativo, sacrario",2013,10.0748681,45.4177571
Desenzano del Garda,BRESCIA,Lombardia,,Monumento,2013,10.6038827999999,45.4363764
Desenzano del Garda,BRESCIA,Lombardia,,Monumento,2015,10.6041095999999,45.4258297
Desenzano del Garda,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2011,10.5392154,45.4737796
Desenzano del Garda,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2015,10.6044027,45.4263277
Fiesse,BRESCIA,Lombardia,Monumenti ai Caduti di Fiesse,Monumento,2016,10.3223047,45.2318797
Flero,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2013,10.1810095,45.4876092
Gardone Riviera,BRESCIA,Lombardia,Villa Alba,Monumento,2012,10.5665797,45.6212765
Gardone Val Trompia,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2013,10.2012915999999,45.703876
Gardone Val Trompia,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2015,10.1868906,45.6802356
Gardone Val Trompia,BRESCIA,Lombardia,Don Nicola Bragadina,"Monumento commemorativo, sacrario",2015,10.1864715,45.7002416999999
Gardone Val Trompia,BRESCIA,Lombardia,Monumento agli Alpini,Monumento,2014,10.1872697999999,45.6824514999999
Gardone Val Trompia,BRESCIA,Lombardia,Monumento alla Resistenza,Monumento,2015,10.1870034,45.6890366
Gardone Val Trompia,BRESCIA,Lombardia,Partigiani Aldo Fransceschetti e Francesco Gazza,"Monumento commemorativo, sacrario",2015,10.1869099,45.7002846999999
Gardone Val Trompia,BRESCIA,Lombardia,Partigiano Giovanni Battista Gardoncini,"Monumento commemorativo, sacrario",2015,10.1830674,45.6884189
Gardone Val Trompia,BRESCIA,Lombardia,Tanfoglio Marco,"Monumento commemorativo, sacrario",2015,10.203149,45.7170916
Gargnano,BRESCIA,Lombardia,Villa Igea,Monumento,2015,10.656395,45.6821796999999
Gavardo,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2015,10.4304919999999,45.6008927999999
Gavardo,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2016,10.440692,45.5857784
Gianico,BRESCIA,Lombardia,Comella Bortolo,"Monumento commemorativo, sacrario",2015,10.2585691,45.8411128999999
Gussago,BRESCIA,Lombardia,Giacomo Gerardini,"Monumento commemorativo, sacrario",2015,10.1487436,45.6286783999999
Gussago,BRESCIA,Lombardia,Partigiano Bernardelli Mario,"Monumento commemorativo, sacrario",2015,10.1702724999999,45.6259670999999
Gussago,BRESCIA,Lombardia,Partigiano Zatti Giuseppe,"Monumento commemorativo, sacrario",2015,10.1702057,45.625892
Gussago,BRESCIA,Lombardia,Vittorio Sartorelli,"Monumento commemorativo, sacrario",2015,10.1505132,45.6125054
Idro,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2012,10.480206,45.7407982
Idro,BRESCIA,Lombardia,Ottorino Villa,"Monumento commemorativo, sacrario",2015,10.46175,45.7370335999999
Incudine,BRESCIA,Lombardia,Monumento Ai Caduti,Monumento,2015,10.3589269,46.2223588
Irma,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2013,10.2842766,45.7714349999999
Iseo,BRESCIA,Lombardia,,Monumento,2015,10.0028799,45.6598647
Iseo,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2015,10.0795112,45.6740654999999
Iseo,BRESCIA,Lombardia,Monumento a Garibaldi,Monumento,2010,10.0486185,45.6598686
Iseo,BRESCIA,Lombardia,Monumento ai caduti e reduci di guerra,Monumento,2015,10.0026884,45.6600498999999
Iseo,BRESCIA,Lombardia,Monumento al Maresciallo Luigi di Bernardo,Monumento,2015,10.0041332,45.6591732999999
Lavenone,BRESCIA,Lombardia,Partigiano Bagozzi Amerigo,"Monumento commemorativo, sacrario",2015,10.39049,45.7932556
Limone sul Garda,BRESCIA,Lombardia,Casa natale Santo Daniele Comboni,"Monumento commemorativo, sacrario",2012,10.7821319,45.8080367
Limone sul Garda,BRESCIA,Lombardia,Santo Daniele Comboni,"Monumento commemorativo, sacrario",2014,10.7913353,45.8110592
Lodrino,BRESCIA,Lombardia,Andrea Martinelli,"Monumento commemorativo, sacrario",2015,10.3015133999999,45.7199183999999
Lodrino,BRESCIA,Lombardia,Monumento agli Alpini,Monumento,2013,10.2814418,45.7213417999999
Lograto,BRESCIA,Lombardia,Monumento agli alpini,Monumento,2013,10.0516586,45.4840677999999
Lograto,BRESCIA,Lombardia,Monumento Caduti delle guerre mondiali,"Monumento commemorativo, sacrario",2013,10.0566212,45.4845903
Lozio,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2015,10.2587884,45.9985836
Lumezzane,BRESCIA,Lombardia,,Monumento,2016,10.2876478,45.6500849999999
Lumezzane,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2015,10.2622412999999,45.644295
Lumezzane,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2015,10.2399153,45.6591919999999
Lumezzane,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2015,10.2402078,45.6590381999999
Lumezzane,BRESCIA,Lombardia,Monumento agli Artiglieri,Monumento,2013,10.2692595,45.6495058
Lumezzane,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2013,10.2667363,45.6498587999999
Lumezzane,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2014,10.2443288,45.6586754
Lumezzane,BRESCIA,Lombardia,Monumento al Marinaio,Monumento,2013,10.2763199,45.6507859
Lumezzane,BRESCIA,Lombardia,Partigiano Giancarlo Brugnolotti,"Monumento commemorativo, sacrario",2015,10.2680389,45.6499017
Lumezzane,BRESCIA,Lombardia,Sonia Bertoli,Monumento,2014,10.2704201,45.6540514
Malegno,BRESCIA,Lombardia,Mario Corbelli,"Monumento commemorativo, sacrario",2015,10.2720176999999,45.9480970999999
Manerba del Garda,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2014,10.5528761,45.5495266
Marcheno,BRESCIA,Lombardia,Ai Garibaldini Battista Zecchini Giuseppe Aiardi,"Monumento commemorativo, sacrario",2015,10.256596,45.6831421999999
Marcheno,BRESCIA,Lombardia,Cippo della Memoria,Monumento,2014,10.2497335,45.6828673999999
Marcheno,BRESCIA,Lombardia,Monumento agli Alpini,Monumento,2013,10.2057795,45.7007582999999
Marcheno,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2013,10.2308277,45.721977
Marcheno,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2013,10.2187864,45.7190177
Marcheno,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2014,10.2171169,45.7090815
Marcheno,BRESCIA,Lombardia,Monumento ai Caduti della 122ª Brigata Garibald,Monumento,2014,10.2197799,45.7078458
Marmentino,BRESCIA,Lombardia,A Ricordo dei Minatori,"Monumento commemorativo, sacrario",2014,10.2879682999999,45.7561839999999
Marmentino,BRESCIA,Lombardia,Monumento agli Alpini,Monumento,2013,10.2805908,45.7524275999999
Marmentino,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2014,10.2925178,45.7530641999999
Marone,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2015,10.1555917,45.7384880999999
Marone,BRESCIA,Lombardia,Bendotti Giuseppe,"Monumento commemorativo, sacrario",2015,10.1528905,45.7362322
Marone,BRESCIA,Lombardia,Vincenzo Pedretti,"Monumento commemorativo, sacrario",2015,10.1602881,45.732748
Mazzano,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2015,10.3564602,45.5200327
Mazzano,BRESCIA,Lombardia,Monumento ai caduti,Monumento,2014,10.3599728,45.5049909
Mazzano,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2013,10.3650956999999,45.5032658
Moniga del Garda,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2014,10.5409281,45.5316248
Monte Isola,BRESCIA,Lombardia,Monumento ai Caduti sul lavoro,Monumento,2014,10.0892452,45.7054941999999
Montichiari,BRESCIA,Lombardia,Ai caduti del lavoro,Monumento,2013,10.3943417999999,45.4061412
Nave,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2015,10.2855238,45.6214488999999
Nave,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2015,10.3078023,45.5899634
Nave,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2015,10.3053421,45.5765182999999
Nave,BRESCIA,Lombardia,ANMIL Nave,"Monumento commemorativo, sacrario",2014,10.2844981,45.5875501
Nave,BRESCIA,Lombardia,Augusto Materzanini,"Monumento commemorativo, sacrario",2015,10.2830168,45.5797596999999
Nave,BRESCIA,Lombardia,Giuseppe Zanardelli,"Monumento commemorativo, sacrario",2015,10.2644889,45.5865146
Nave,BRESCIA,Lombardia,James Franzoni,"Monumento commemorativo, sacrario",2015,10.310064,45.5923161999999
Nave,BRESCIA,Lombardia,Monumento agli Alpini,Monumento,2015,10.2858274,45.621997
Nave,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2014,10.2870562,45.5859255
Nave,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2014,10.2564068,45.588144
Nave,BRESCIA,Lombardia,Necropoli Romana,"Monumento commemorativo, sacrario",2015,10.2547739999999,45.5859443
Orzivecchi,BRESCIA,Lombardia,,Monumento,2015,9.9677068,45.4226614999999
Orzivecchi,BRESCIA,Lombardia,,Monumento,2015,9.96635219999999,45.4176428
Ospitaletto,BRESCIA,Lombardia,Monumento ai Caduti,"Monumento commemorativo, sacrario",2012,10.0780777,45.554876
Ossimo,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2015,10.2113649,45.977445
Ossimo,BRESCIA,Lombardia,Ferdinando Girelli,"Monumento commemorativo, sacrario",2015,10.2113254,45.9774213999999
Ossimo,BRESCIA,Lombardia,Franzoni Antonio,"Monumento commemorativo, sacrario",2015,10.2543386,45.9526356
Ossimo,BRESCIA,Lombardia,Piero Franzoni,"Monumento commemorativo, sacrario",2015,10.2287848,45.9729164999999
Ossimo,BRESCIA,Lombardia,Zanaglio Giovanna,"Monumento commemorativo, sacrario",2015,10.2294237,45.9483642
Paitone,BRESCIA,Lombardia,Domenico Faglio,"Monumento commemorativo, sacrario",2015,10.3967905999999,45.5607546999999
Palazzolo sull'Oglio,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2012,9.9240685,45.6148943
Palazzolo sull'Oglio,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2014,9.8970213,45.5903587
Palazzolo sull'Oglio,BRESCIA,Lombardia,Ai caduti,"Monumento commemorativo, sacrario",2009,9.8848163,45.5999714
Palazzolo sull'Oglio,BRESCIA,Lombardia,Ai caduti,"Monumento commemorativo, sacrario",2010,9.8850792,45.5993757
Palazzolo sull'Oglio,BRESCIA,Lombardia,Ai Carabinieri,Monumento,2012,9.8900127,45.5988887
Palazzolo sull'Oglio,BRESCIA,Lombardia,Ai Marinai,Monumento,2010,9.876833,45.5984594
Palazzolo sull'Oglio,BRESCIA,Lombardia,Ai Martiri delle Foibe Istriane,"Monumento commemorativo, sacrario",2012,9.91978819999999,45.6123766999999
Palazzolo sull'Oglio,BRESCIA,Lombardia,Al bersaglieri,"Monumento commemorativo, sacrario",2010,9.8827418,45.5993718
Palazzolo sull'Oglio,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2011,9.9210569,45.6135576
Palazzolo sull'Oglio,BRESCIA,Lombardia,Monumento ai Genieri,"Monumento commemorativo, sacrario",2012,9.9001175,45.6020601
Pavone del Mella,BRESCIA,Lombardia,Monumento Caduti,Monumento,2011,10.2087895999999,45.3008081999999
Pertica Alta,BRESCIA,Lombardia,Edoardo Togni,"Monumento commemorativo, sacrario",2013,10.3709399,45.7245689
Pertica Alta,BRESCIA,Lombardia,Monumento agli Alpini,Monumento,2013,10.3209184999999,45.7453806999999
Pertica Alta,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2013,10.3207869,45.7453334
Pertica Alta,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2013,10.3710437,45.72455
Pertica Alta,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2013,10.3449041,45.7420161
Pertica Alta,BRESCIA,Lombardia,Partigiano Emiliano Rinaldini,"Monumento commemorativo, sacrario",2016,10.3844727,45.7186507999999
Pertica Alta,BRESCIA,Lombardia,Sacrario Brigata Fiamme Verdi Giacomo Perlasca,"Monumento commemorativo, sacrario",2013,10.3546207999999,45.7346951999999
Pezzaze,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2016,10.2372902,45.7755735
Pezzaze,BRESCIA,Lombardia,Bregoli Bortolo fu Giuseppe,"Monumento commemorativo, sacrario",2015,10.2494713,45.7656442999999
Pezzaze,BRESCIA,Lombardia,Chesini Antonio,"Monumento commemorativo, sacrario",2015,10.2352314999999,45.7715172999999
Pezzaze,BRESCIA,Lombardia,Contrini Michele,"Monumento commemorativo, sacrario",2015,10.2494627,45.7656093
Pezzaze,BRESCIA,Lombardia,Monumento agli Alpini,Monumento,2016,10.2369032,45.7759038
Pezzaze,BRESCIA,Lombardia,Monumento agli Alpini,"Monumento commemorativo, sacrario",2013,10.2182297,45.7978449
Pezzaze,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2013,10.2485198,45.7610706999999
Pezzaze,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2013,10.2387858,45.7748564999999
Pezzaze,BRESCIA,Lombardia,Partigiano Richiedei Marcello,"Monumento commemorativo, sacrario",2015,10.2068882,45.7741533
Pezzaze,BRESCIA,Lombardia,Richiedei Andrea,"Monumento commemorativo, sacrario",2015,10.2554365,45.7649175
Polaveno,BRESCIA,Lombardia,Monumento agli Artiglieri,"Monumento commemorativo, sacrario",2014,10.1128635,45.6601283999999
Polaveno,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2013,10.1257044,45.662146
Poncarale,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2013,10.1740061,45.4608850999999
Pontoglio,BRESCIA,Lombardia,1940-1945,"Monumento commemorativo, sacrario",2015,9.8556285,45.5733730999999
Pontoglio,BRESCIA,Lombardia,Ai Bersaglieri,"Monumento commemorativo, sacrario",2015,9.8560227,45.5740472
Pontoglio,BRESCIA,Lombardia,Ai Caduti,"Monumento commemorativo, sacrario",2015,9.8524138,45.569425
Pozzolengo,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2011,10.6274365999999,45.4030938
Pozzolengo,BRESCIA,Lombardia,Monumento ai caduti,Monumento,2013,10.6267622999999,45.3993061999999
Prevalle,BRESCIA,Lombardia,,Monumento,2013,10.4188429,45.5446834999999
Prevalle,BRESCIA,Lombardia,,Monumento,2013,10.4171209,45.5459777
Prevalle,BRESCIA,Lombardia,,Monumento,2013,10.4172471,45.5458216999999
Prevalle,BRESCIA,Lombardia,,Monumento,2013,10.4167024,45.5463177
Prevalle,BRESCIA,Lombardia,San Zenone,Monumento,2013,10.4143285,45.5453606
Provaglio Val Sabbia,BRESCIA,Lombardia,Monumento al Partigiano,Monumento,2012,10.4662884999999,45.6887191
Rezzato,BRESCIA,Lombardia,,Monumento,2012,10.3146476,45.5170117999999
Rezzato,BRESCIA,Lombardia,,Monumento,2012,10.3150657999999,45.5177134999999
Rezzato,BRESCIA,Lombardia,Giuseppe Garibaldi,Monumento,2013,10.3327478,45.5069937999999
Rodengo Saiano,BRESCIA,Lombardia,Monumento Ai Caduti,Monumento,2015,10.1167707,45.6103585999999
Rovato,BRESCIA,Lombardia,Sacrario dei Caduti di Rovato,"Monumento commemorativo, sacrario",2011,9.985314,45.5688931999999
Sabbio Chiese,BRESCIA,Lombardia,Monumento ai Caduti nei Lager,Monumento,2013,10.4221956,45.6518482
Sabbio Chiese,BRESCIA,Lombardia,Monumento ai Carabinieri,Monumento,2013,10.4281843,45.6544867
Sale Marasino,BRESCIA,Lombardia,,Monumento,2010,10.110601,45.714261
Sale Marasino,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2015,10.1559007,45.7256969999999
Salo',BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2016,10.5292169999999,45.6069791999999
Salo',BRESCIA,Lombardia,Monumento alla Serenissima,"Monumento commemorativo, sacrario",2014,10.5223058,45.6044361
San Felice del Benaco,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2014,10.5475593,45.5855608999999
Sarezzo,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2015,10.2182134,45.6637666999999
Sarezzo,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2013,10.1974035999999,45.6631819999999
Sarezzo,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2013,10.2037032,45.6535731
Sarezzo,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2014,10.1868392,45.6713414999999
Sarezzo,BRESCIA,Lombardia,Monumento ai Caduti del Lavoro,Monumento,2015,10.2043719,45.6516682
Sarezzo,BRESCIA,Lombardia,Partigiano Giuseppe Gheda,"Monumento commemorativo, sacrario",2015,10.2471193,45.6833602999999
Seniga,BRESCIA,Lombardia,Pieve di Comella,Monumento,2013,10.2046022999999,45.2476327999999
Serle,BRESCIA,Lombardia,Monumento Ai Caduti Sul Lavoro,Monumento,2015,10.3411873,45.5750511999999
Serle,BRESCIA,Lombardia,Monumento ai Fanti Caduti,Monumento,2015,10.3637192,45.5845824
Sirmione,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2013,10.6151751,45.4625739999999
Sirmione,BRESCIA,Lombardia,Campana dei Caduti,"Monumento commemorativo, sacrario",2014,10.6046495,45.4983881
Sulzano,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2015,10.1344973,45.6769421999999
Sulzano,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2014,10.1145087,45.6761002
Tavernole sul Mella,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2015,10.2306560999999,45.7435802999999
Tavernole sul Mella,BRESCIA,Lombardia,Giovanni Nenna,"Monumento commemorativo, sacrario",2015,10.2016152,45.760069
Tavernole sul Mella,BRESCIA,Lombardia,Monumento ai caduti,Monumento,2015,10.2178203,45.7622763
Tavernole sul Mella,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2015,10.2303005,45.7433501
Tavernole sul Mella,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2015,10.2402102999999,45.7471648
Toscolano-Maderno,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2011,10.5615551,45.6681905
Toscolano-Maderno,BRESCIA,Lombardia,Marco Campanardi,"Monumento commemorativo, sacrario",2015,10.6224643,45.6687305
Travagliato,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2013,10.0794514,45.5267561
Travagliato,BRESCIA,Lombardia,Monumento ai Bersaglieri,"Monumento commemorativo, sacrario",2012,10.0781338999999,45.5233127999999
Travagliato,BRESCIA,Lombardia,Monumento dei Bersaglieri,"Monumento commemorativo, sacrario",2011,10.0827382,45.5269349
Tremosine,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2013,10.7632615,45.7828384999999
Tremosine,BRESCIA,Lombardia,Mario Guido Zanetti,"Monumento commemorativo, sacrario",2009,10.7775313,45.7931765
Vallio Terme,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2015,10.399187,45.6098311
Vestone,BRESCIA,Lombardia,Generale Luigi Reverberi,Monumento,2013,10.3878166,45.7037428
Vestone,BRESCIA,Lombardia,Monumento al Battaglione Alpini Vestone,Monumento,2013,10.4026987,45.7081134
Vestone,BRESCIA,Lombardia,Monumento all'Aviatore,Monumento,2013,10.4076913,45.7120188999999
Villa Carcina,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2015,10.2017685999999,45.625543
Villa Carcina,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2015,10.2019116,45.6255644
Villa Carcina,BRESCIA,Lombardia,"Aristide Zanotti, Paolo Panchieri, Matteo Di Pao","Monumento commemorativo, sacrario",2015,10.2000107,45.6280458
Villa Carcina,BRESCIA,Lombardia,Clementi Giuseppe,"Monumento commemorativo, sacrario",2015,10.1910075,45.6522586
Villa Carcina,BRESCIA,Lombardia,Don Giambattista Gobbini,"Monumento commemorativo, sacrario",2015,10.1929339999999,45.6289074999999
Villa Carcina,BRESCIA,Lombardia,Monsignor Giovan Battista Bosio,"Monumento commemorativo, sacrario",2015,10.2018445,45.6255542999999
Villa Carcina,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2014,10.1936034,45.6237033999999
Villa Carcina,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2016,10.1939913,45.6239752999999
Villa Carcina,BRESCIA,Lombardia,Piera Glisenti Carpani,"Monumento commemorativo, sacrario",2015,10.2015882999999,45.6259678999999
Villa Carcina,BRESCIA,Lombardia,Vincenzo Rivolta,"Monumento commemorativo, sacrario",2015,10.2020274,45.6250221
Vobarno,BRESCIA,Lombardia,,Monumento,2015,10.4976463,45.6314278999999
Zone,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2015,10.1553743999999,45.7392984999999
Zone,BRESCIA,Lombardia,Enrica,"Monumento commemorativo, sacrario",2014,10.0935811999999,45.7681588
Zone,BRESCIA,Lombardia,Partigiani Costis Gaio e Brena Giovanni,"Monumento commemorativo, sacrario",2015,10.1549090999999,45.7390179
Piancogno,BRESCIA,Lombardia,,"Monumento commemorativo, sacrario",2015,10.2280353,45.9369246999999
Piancogno,BRESCIA,Lombardia,Monumento ai Caduti,Monumento,2014,10.2342625999999,45.9325842
Piancogno,BRESCIA,Lombardia,Zani Nicola,"Monumento commemorativo, sacrario",2015,10.2245294999999,45.9400624
Albuzzano,PAVIA,Lombardia,,"Monumento commemorativo, sacrario",2010,9.2734234,45.1865
Bagnaria,PAVIA,Lombardia,La fonte di tutte le cose è l'eterna forza del,"Monumento commemorativo, sacrario",2013,9.126058,44.8244887
Bascape',PAVIA,Lombardia,Parco Enrico Mattei,"Monumento commemorativo, sacrario",2012,9.3002488,45.3002901999999
Brallo di Pregola,PAVIA,Lombardia,Monumento ai Caduti,"Monumento commemorativo, sacrario",2015,9.2823136,44.7389526999999
Casei Gerola,PAVIA,Lombardia,45° Parallelo -,Monumento,2015,8.9266472,45.0063845
Casei Gerola,PAVIA,Lombardia,Cappella del Bottigella,Monumento,2015,8.92673289999999,45.006163
Casei Gerola,PAVIA,Lombardia,La filatrice - Pietro Bisio,Monumento,2015,8.92799089999999,45.0058299
Casei Gerola,PAVIA,Lombardia,L'aratro - Pietro Bisio,Monumento,2015,8.9263413,45.0064184
Casei Gerola,PAVIA,Lombardia,Monumento ai caduti di tutte le guerre,Monumento,2015,8.9267758,45.0063298999999
Casei Gerola,PAVIA,Lombardia,The ground crying help - Gianni Bailo,Monumento,2015,8.92650489999999,45.0063968999999
Casorate Primo,PAVIA,Lombardia,cimitero,"Monumento commemorativo, sacrario",2012,9.01996879999999,45.317849
Casteggio,PAVIA,Lombardia,Memoriale Strage Famiglia Cignoli 20 Maggio 1859,"Monumento commemorativo, sacrario",2010,9.14054,45.0210502999999
Cava Manara,PAVIA,Lombardia,,"Monumento commemorativo, sacrario",2015,9.1104236,45.1412186
Godiasco,PAVIA,Lombardia,I Popoli che abbandonano la terra sono condann,"Monumento commemorativo, sacrario",2013,9.041105,44.9058800999999
Godiasco,PAVIA,Lombardia,Oltre alla potenza delle armi noi possediamo o,"Monumento commemorativo, sacrario",2013,9.0606556,44.881363
Gravellona Lomellina,PAVIA,Lombardia,Monumento ai caduti,"Monumento commemorativo, sacrario",2015,8.76539039999999,45.3292986
Inverno e Monteleone,PAVIA,Lombardia,Caduti,Monumento,2014,9.3832208,45.1980100999999
Olevano di Lomellina,PAVIA,Lombardia,Castello di Olevano,Monumento,2014,8.7153094,45.2121853
Olevano di Lomellina,PAVIA,Lombardia,Monumento ai Caduti,Monumento,2014,8.71656499999999,45.2145574999999
Palestro,PAVIA,Lombardia,Caduti della Prima Guerra Mondiale (1915 - 1918),"Monumento commemorativo, sacrario",2012,8.5239586,45.3033367
Pavia,PAVIA,Lombardia,,Monumento,2010,9.155844,45.1894861999999
Pavia,PAVIA,Lombardia,,Monumento,2013,9.15968999999999,45.1849256
Pavia,PAVIA,Lombardia,,Monumento,2013,9.1528323,45.1844195999999
Pavia,PAVIA,Lombardia,Alessandro Volta,Monumento,2010,9.1562607,45.1869362999999
Pavia,PAVIA,Lombardia,Antico Ospedale di San Matteo,Monumento,2010,9.1570128,45.1865883999999
Pavia,PAVIA,Lombardia,Broletto,Monumento,2014,9.15417399999999,45.1847959999999
Pavia,PAVIA,Lombardia,Cupola Arnaboldi,Monumento,2013,9.1554129,45.1848823999999
Pavia,PAVIA,Lombardia,Giuseppe Garibaldi,Monumento,2012,9.1569357,45.189359
Pavia,PAVIA,Lombardia,Le tre Torri,Monumento,2013,9.1582299,45.1863922
Pavia,PAVIA,Lombardia,Le Tre Torri,Monumento,2010,9.15783019999999,45.1864998
Pavia,PAVIA,Lombardia,Le Tre Torri,Monumento,2013,9.1581025,45.1863250999999
Pavia,PAVIA,Lombardia,Monumento agli Aviatori,"Monumento commemorativo, sacrario",2011,9.14722989999999,45.1823814999999
Pavia,PAVIA,Lombardia,Pio V,Monumento,2013,9.1616683,45.1866922999999
Pavia,PAVIA,Lombardia,Regisole,Monumento,2013,9.1524853,45.1846256999999
Pavia,PAVIA,Lombardia,Statua al Fante d'Italia,Monumento,2012,9.1669932,45.1814699
Pavia,PAVIA,Lombardia,Statua della Minerva,Monumento,2008,9.1470463,45.1871665999999
Ponte Nizza,PAVIA,Lombardia,Monumento ai Caduti,"Monumento commemorativo, sacrario",2013,9.0962309,44.8517794999999
Rivanazzano,PAVIA,Lombardia,Monumento ai Caduti,"Monumento commemorativo, sacrario",2013,9.0149363,44.9267183999999
Ruino,PAVIA,Lombardia,Monumento ai Caduti,"Monumento commemorativo, sacrario",2016,9.2750343,44.9277534
San Cipriano Po,PAVIA,Lombardia,Monumento ai caduti della Prima e della Seconda,Monumento,2013,9.2835519,45.1074409
Santa Giuletta,PAVIA,Lombardia,,"Monumento commemorativo, sacrario",2012,9.174709,45.0265794999999
Santa Giuletta,PAVIA,Lombardia,Monumento ai Caduti,Monumento,2012,9.1826908,45.0317554
Santa Giuletta,PAVIA,Lombardia,Torre degli uccelli,Monumento,2012,9.192322,45.0208040999999
Santa Giuletta,PAVIA,Lombardia,Torre Griziotti,Monumento,2013,9.17596479999999,45.029338
